"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.","3","['BBQ Salmon', 'Sea Bass', 'Crispy Duck']","['positive', 'positive', 'positive']"
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","4","['ingredients', 'ingredients', 'pizza', 'crust']","['positive', 'positive', 'negative', 'neutral']"
"and yes Dal Bukhara is so dam good and so are all the kababs.","2","['Dal Bukhara', 'kababs']","['positive', 'positive']"
"I look forward to eating here again","1","['eating']","['positive']"
"I've been coming here as a child and always come back for the taste.","1","['taste']","['positive']"
"Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.","2","['meal', 'price']","['positive', 'positive']"
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.","3","['glass of Leaping Lizard', 'glass of prosecco', 'mussels']","['positive', 'positive', 'positive']"
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.","3","['Food', 'creme brulee', 'sugar']","['neutral', 'negative', 'negative']"
"The food always tastes fresh and served promptly.","2","['food', 'served']","['positive', 'positive']"
"The pizza here is delicious.","1","['pizza']","['positive']"
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!","3","['Pizza', 'garlic knots', 'delivery']","['positive', 'positive', 'positive']"
"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.","1","['chinese food']","['positive']"
"But who says Murray's is anything about service.","1","['service']","['neutral']"
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.","1","['food']","['negative']"
"Hats off to the chef.","1","['chef']","['positive']"
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.","2","['Service', 'teapot']","['negative', 'positive']"
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","3","['pizza', 'fresh mozzarella', 'cheese']","['positive', 'positive', 'negative']"
"Its an excellent place to relax and the food is one of the best in the city of New York.","2","['place', 'food']","['positive', 'positive']"
"service is friendly, and never had a problem walking in and getting a table.","2","['service', 'getting a table']","['positive', 'positive']"
"The atmosphere was crowded but it was a great bistro-type vibe.","1","['bistro-type vibe']","['positive']"
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.","2","['waitress', 'tables']","['negative', 'neutral']"
"The food was bland oily.","1","['food']","['negative']"
"What is even better, is that the prices are very affordable as well, and the food is really good.","2","['prices', 'food']","['positive', 'positive']"
"The fish is fresh but the variety of fish is nothing out of ordinary.","2","['fish', 'variety of fish']","['positive', 'negative']"
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.","4","['meal', 'pesto pizza', 'house salad', 'bottle of wine']","['positive', 'positive', 'positive', 'positive']"
"And Kruno, the beverage manager is the best bartender I have yet to come across.","2","['beverage manager', 'bartender']","['positive', 'positive']"
"Ambiance and music funky, which I enjoy.","2","['Ambiance', 'music']","['positive', 'positive']"
"The food, drinks and service are clearly among the best in the city.","3","['food', 'drinks', 'service']","['positive', 'positive', 'positive']"
"I went there in late afternoon for some bite size food and refleshment with my date.","2","['food', 'refleshment']","['neutral', 'neutral']"
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.","7","['ambiance', 'service', 'sommlier', 'captain', 'back waiters', 'foods', 'tastes']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
"Last time I went here, the waitress didn't come back after taking our order.","1","['waitress']","['negative']"
"Try the tandoori salmon!","1","['tandoori salmon']","['positive']"
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","1","['atmosphere']","['positive']"
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.","2","['space', 'service']","['negative', 'positive']"
"I love the atmorphere @ peep!","1","['atmorphere']","['positive']"
"The service was attentive and her suggestions of menu items was right on the mark.","2","['service', 'menu items']","['positive', 'positive']"
"The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.","1","['three course meal']","['positive']"
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!","1","['Pizza']","['positive']"
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.","3","['environment', 'food', 'service']","['positive', 'negative', 'negative']"
"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.","1","['crawfish boiled']","['positive']"
"I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.","1","['reservation']","['neutral']"
"What came to our table was burned beyond recognition and stringy.","1","['table']","['neutral']"
"I had the Pad Thai and the noodles were sticky.","2","['Pad Thai', 'noodles']","['negative', 'negative']"
"So I've never actually been to M proper, but I've had it delivered a few times.","1","['delivered']","['neutral']"
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.","1","['values for your money']","['positive']"
"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.","1","['lunch']","['positive']"
"The hostess is rude to the point of being offensive.","1","['hostess']","['negative']"
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!","2","['food', 'wait building']","['positive', 'negative']"
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.","5","['corridor', 'space', 'counters', 'counter', 'entrees']","['negative', 'negative', 'negative', 'negative', 'neutral']"
"The food is great.","1","['food']","['positive']"
"Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.","3","['steaks', 'salads', 'sides']","['positive', 'positive', 'positive']"
"Lunch came with pickels and slaw, no extra charge.","2","['Lunch', 'pickels and slaw']","['positive', 'neutral']"
"Decent wine at reasonable prices.","2","['wine', 'prices']","['positive', 'positive']"
"All conveniently delivered right to the door.","1","['delivered']","['positive']"
"even the wine by the glass was good.","1","['wine by the glass']","['positive']"
"would have rather tried terrace in the sky or water club for that price","1","['price']","['negative']"
"This dish is my favorite and I always get it when I go there and never get tired of it.","1","['dish']","['positive']"
"I also ordered the Change Mojito, which was out of this world.","1","['Change Mojito']","['positive']"
"Okay service.","1","['service']","['neutral']"
"The only thing more wonderful than the food (which is exceptional) is the service.","2","['food', 'service']","['positive', 'positive']"
"The food was just awful, ATROCIOUS actually.","1","['food']","['negative']"
"The soup for the udon was soy sauce and water.","3","['soup for the udon', 'soy sauce', 'water']","['negative', 'neutral', 'neutral']"
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.","3","['anti-pasta', 'calamari', 'filling pasta mains']","['positive', 'positive', 'positive']"
"The waitress suggested glasses of wine that went very well with the food.","3","['waitress', 'glasses of wine', 'food']","['positive', 'positive', 'neutral']"
"They might be all business at the counter when you give your order, but their food says I love you.","2","['counter', 'food']","['negative', 'positive']"
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","8","['sushi', 'ceviche mix (special)', 'crab dumplings', 'assorted sashimi', 'sushi', 'rolls', 'sake', 'banana tempura']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
"Try their plain pizza with fresh garlic or eggplant.","3","['plain pizza', 'garlic', 'eggplant']","['positive', 'positive', 'positive']"
"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.","1","['servers']","['negative']"
"Good luck getting a table.","1","['getting a table']","['negative']"
"The service is awful.","1","['service']","['negative']"
"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!","3","['takeout menu', 'menu', 'italian dishes']","['positive', 'positive', 'positive']"
"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.","1","['Thai food']","['neutral']"
"Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.","1","['hostess']","['positive']"
"The pizza is good though.","1","['pizza']","['positive']"
"bottles of wine are cheap and good.","1","['bottles of wine']","['positive']"
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.","4","['beers', 'food', 'dish', 'pumkin tortelini']","['positive', 'positive', 'positive', 'positive']"
"They didn't give us the dinner special until we asked for it.","1","['dinner special']","['negative']"
"You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.","3","['crabmeat lasagna', 'chocolate bread pudding', 'dessert']","['positive', 'positive', 'positive']"
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.","2","['pasta dishes', 'tiramisu']","['positive', 'positive']"
"Very good service and very good prices.","2","['service', 'prices']","['positive', 'positive']"
"I recently went to this restaurant with some co-workers for lunch and had an amazing time.","1","['lunch']","['neutral']"
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","4","['service', 'staff', 'menu', 'meal']","['positive', 'positive', 'neutral', 'neutral']"
"Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.","1","['bagel']","['positive']"
"Our food was great too!","1","['food']","['positive']"
"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.","1","['servers']","['negative']"
"Get your food to go, find a bench, and kick back with a plate of dumplings.","2","['food', 'plate of dumplings']","['neutral', 'positive']"
"Please try the Filet Mignon, its just the most tender piece ever.","1","['Filet Mignon']","['positive']"
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.","4","['bar', 'sangria', 'bar', 'bartender']","['neutral', 'neutral', 'neutral', 'negative']"
"The sake menu should not be overlooked!","1","['sake menu']","['positive']"
"the drinks are amazing and half off till 8pm.","1","['drinks']","['positive']"
"i've been back to nha trang literally a hundred times for the beef cubes - they're that good.","1","['beef cubes']","['positive']"
"The service, wine selection, ambiance are all outstanding and deserve recognition.","3","['service', 'wine selection', 'ambiance']","['positive', 'positive', 'positive']"
"We were seated promptly as we had reservations, however after that the service was slow.","2","['reservations', 'service']","['positive', 'negative']"
"It's really also the service, is good and the waiters are friendly.","2","['service', 'waiters']","['positive', 'positive']"
"The food was pretty good, but a little flavorless and the portions very small, including dessert.","2","['portions', 'dessert']","['negative', 'negative']"
"It is set far from the small street it's on, and there is no traffic noise.","1","['traffic noise']","['positive']"
"Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.","1","['food']","['positive']"
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.","3","['food', 'ambience', 'service']","['positive', 'positive', 'positive']"
"This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.","1","['dinner meeting']","['neutral']"
"All the NYU students love this place so it makes for a fun young atmosphere.","1","['atmosphere']","['positive']"
"The food here does a great service to the name (Cantonese that is...).","2","['food', 'Cantonese']","['positive', 'positive']"
"But, nothing stands out about the cooking.","1","['cooking']","['neutral']"
"Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.","2","['food', 'atmosphere']","['positive', 'positive']"
"The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).","3","['Prix Fixe menu', 'quantity', 'quality']","['positive', 'positive', 'positive']"
"I've been here 3 times for lunch and it is one of my favorites in the city.","1","['lunch']","['neutral']"
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.","3","['eggs benedict', 'brunch', 'hollondaise sauce']","['negative', 'neutral', 'negative']"
"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.","1","['oatmeal']","['positive']"
"Too bad the food wasn't of the same heritage.","1","['food']","['negative']"
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.","4","['menu', 'Chilean Sea Bass', 'server', 'specials']","['positive', 'negative', 'negative', 'neutral']"
"The food was really good, I had the onion soup and it was one of the best ever.","2","['food', 'onion soup']","['positive', 'positive']"
"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.","1","['wine']","['neutral']"
"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.","1","['staff']","['positive']"
"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.","2","['dinner', 'Dim Sum']","['positive', 'negative']"
"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","4","['roll', 'roll', 'roll', 'rice']","['negative', 'negative', 'negative', 'neutral']"
"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.","2","['gin and tonic', 'tonic']","['neutral', 'neutral']"
"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).","2","['dim sum', 'little dishes']","['negative', 'negative']"
"The service is ok, some of the people didn't get what they asked for.","1","['service']","['neutral']"
"If you want good authentic Thai this place is not the place to go.","1","['Thai']","['negative']"
"I recommend getting a reservation even though we saw people seated without one.","1","['reservation']","['neutral']"
"The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.","1","['Grilled Chicken special with Edamame Puree']","['neutral']"
"If you want some roast duck, pork or chicken on rice with ginger, try them out!","3","['roast duck', 'pork', 'chicken on rice with ginger']","['positive', 'positive', 'positive']"
"You order from a menu, so you leave feeling like you missed the full experience.","1","['menu']","['negative']"
"Staff is very accomodating.","1","['Staff']","['positive']"
"I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.","1","['reservation']","['neutral']"
"yourself a favor and have dinner here and see if you dont agree with me.","1","['dinner']","['neutral']"
"Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).","3","['Sake', 'portion', 'dishes']","['positive', 'neutral', 'positive']"
"The food was terrific and the service classy, attentive, without being overbearing.","2","['food', 'service']","['positive', 'positive']"
"This is an amazing place to try some roti rolls.","1","['roti rolls']","['positive']"
"Fresh ingredients and everything is made to order.","1","['ingredients']","['positive']"
"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.","3","['meal', 'tip', 'food']","['positive', 'positive', 'positive']"
"Quick and friendly service.","1","['service']","['positive']"
"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.","1","['meat']","['neutral']"
"Try the hot dogs too, they're snappy and delicious.","1","['hot dogs']","['positive']"
"Delivery is fast too.","1","['Delivery']","['positive']"
"The noise level was unbearable, conversation impossible.","1","['noise level']","['negative']"
"Personal pans are the perfect size for those hungry nights.","1","['Personal pans']","['positive']"
"Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.","2","['Spicy Fried Clam Rolls', 'Spider Rolls']","['positive', 'positive']"
"One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.","1","['menu']","['positive']"
"The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.","1","['atmosphere']","['positive']"
"Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least.","1","['place']","['positive']"
"Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.","1","['FOOD']","['neutral']"
"just got back from lunch at Tamarind and it was excellent.","1","['lunch']","['positive']"
"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.","1","['food quality']","['positive']"
"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).","3","['man', 'table', 'table']","['negative', 'neutral', 'negative']"
"Try the cheesecake!","1","['cheesecake']","['positive']"
"As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.","5","['food', 'manager', 'employees', 'containers for condiments', 'containers']","['negative', 'negative', 'negative', 'negative', 'neutral']"
"Great Indian food and the service is incredible.","2","['Indian food', 'service']","['positive', 'positive']"
"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.","4","['Decor', 'food', 'wine list', 'food']","['positive', 'positive', 'positive', 'neutral']"
"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","2","['price', 'flavor']","['neutral', 'negative']"
"We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.","3","['tuna melt', 'cheese', 'tuna sandwich']","['negative', 'neutral', 'negative']"
"Especially liked chicken tikka and the naan, and the dals.","3","['chicken tikka', 'naan', 'dals']","['positive', 'positive', 'positive']"
"The waiters were not attentive except that the bill turned up on the table before we were finished.","2","['waiters', 'bill']","['negative', 'negative']"
"The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.","1","['lawns']","['positive']"
"The sangria was pretty tasty and good on a hot muggy day.","1","['sangria']","['positive']"
"Don't eat here unless you're starving for thai food and you work next door.","1","['thai food']","['negative']"
"For the people who want great food plus great service, Roxy is a place to AVOID!","2","['food', 'service']","['negative', 'negative']"
"I had the best ravioli ever.","1","['ravioli']","['positive']"
"Ive been here a bunch of times now and the service is always outstanding.","1","['service']","['positive']"
"The bill is approximately $25 for 2 at lunch without drinks.","3","['bill', 'lunch', 'drinks']","['neutral', 'neutral', 'neutral']"
"Quite frankly, this is some of the worst sushi I have ever tried.","1","['sushi']","['negative']"
"The food is great, service is ok.","2","['food', 'service']","['positive', 'neutral']"
"The overall price tag was very very expensive, something I did expect.","1","['price tag']","['negative']"
"Spice is great Thai food, love the inexpensive appetizers.","2","['Thai food', 'appetizers']","['positive', 'positive']"
"The service was attentive.","1","['service']","['positive']"
"He not only makes his own homemade mozzarella, but every pie is ultra fresh.","2","['mozzarella', 'pie']","['positive', 'positive']"
"Fish was overdone.","1","['Fish']","['negative']"
